year,country,region,happiness_score,generosity,healthy_life_expectancy,perceptions_of_corruption,gdp_per_capita,freedom_to_make_life_choices,social_support,temperature
2022,South Korea,East Asia,5.935,0.111,0.841,0.176,1.851,0.414,0.886,
2016,South Sudan,Sub-Saharan Africa,3.832,0.25899,0.15781,0.13015,0.39394,0.19662,0.18519,28.21
2017,South Sudan,Sub-Saharan Africa,3.59100008,0.285670817,0.163486004,0.116793513,0.397248626,0.147062436,0.601323128,27.91
2018,South Sudan,Sub-Saharan Africa,3.254,0.224,0.177,0.106,0.337,0.112,0.608,27.71
2019,South Sudan,Sub-Saharan Africa,2.853,0.202,0.295,0.091,0.306,0.01,0.575,27.83
2020,South Sudan,Sub-Saharan Africa,2.816600084,0.209934607,0.208809033,0.111156799,0.289082974,0.065609254,0.553278506,27.54
2015,Spain,Western Europe,6.329,0.18227,0.95562,0.06398,1.23011,0.45951,1.31379,14.58
2016,Spain,Western Europe,6.361,0.17665,0.87896,0.06137,1.34253,0.37545,1.12945,14.42
2017,Spain,Western Europe,6.402999878,0.190133572,0.8889606,0.070914097,1.384397864,0.40878123,1.532090902,14.68
2018,Spain,Western Europe,6.31,0.142,0.965,0.074,1.251,0.449,1.538,14.29
2019,Spain,Western Europe,6.354,0.153,1.062,0.079,1.286,0.362,1.484,14.48
2020,Spain,Western Europe,6.400899887,0.16530548,1.051343083,0.109579779,1.230535269,0.425983816,1.421099186,14.72
2021,Spain,Western Europe,6.491,0.135,0.826,0.124,1.375,0.462,1.057,14.31
2022,Spain,Western Europe,6.476,0.101,0.808,0.149,1.808,0.505,1.211,15.3
2015,Sri Lanka,South Asia,4.271,0.40828,0.70806,0.09179,0.83524,0.53726,1.01905,27.35
2016,Sri Lanka,South Asia,4.415,0.46978,0.62007,0.07964,0.97318,0.50817,0.84783,27.71
2017,Sri Lanka,South Asia,4.440000057,0.490863562,0.625130832,0.073653966,1.009850144,0.561213255,1.259976387,27.45
2018,Sri Lanka,South Asia,4.471,0.307,0.672,0.05,0.918,0.585,1.314,27.33
2019,Sri Lanka,South Asia,4.366,0.244,0.831,0.047,0.949,0.47,1.265,27.68
2020,Sri Lanka,South Asia,4.327000141,0.252666146,0.792036712,0.049444564,0.897986948,0.528632462,1.19494009,27.64
2021,Sri Lanka,South Asia,4.325,0.239,0.593,0.049,0.99,0.559,0.82,27.4
2022,Sri Lanka,South Asia,4.362,0.15,0.66,0.079,1.415,0.529,0.934,27.24
2015,Sudan,Sub-Saharan Africa,4.55,0.19062,0.36878,0.1466,0.52107,0.10081,1.01404,28.41
2016,Sudan,Sub-Saharan Africa,4.139,0.18077,0.29759,0.10039,0.63069,0.0,0.81928,28.54
2017,Sudan,Sub-Saharan Africa,4.138999939,0.182317451,0.290920824,0.08984752,0.659516692,0.014995855,1.21400857,28.23
2018,Sudan,Sub-Saharan Africa,4.139,0.134,0.312,0.082,0.605,0.016,1.24,28.16
2015,Suriname,Latin America and Caribbean,6.269,0.16991,0.6082,0.13633,0.99534,0.59657,0.972,26.94
2016,Suriname,Latin America and Caribbean,6.269,0.16665,0.50933,0.12692,1.09686,0.52234,0.77866,26.91
2015,Sweden,Western Europe,7.364,0.36262,0.91087,0.43844,1.33171,0.6598,1.28907,3.97
2016,Sweden,Western Europe,7.291,0.38254,0.83121,0.40867,1.45181,0.58218,1.08764,3.49
2017,Sweden,Western Europe,7.28399992,0.385399252,0.830875158,0.384398729,1.494387269,0.612924099,1.478162169,3.21
2018,Sweden,Western Europe,7.314,0.285,0.913,0.383,1.355,0.659,1.501,3.63
2019,Sweden,Western Europe,7.343,0.267,1.009,0.373,1.387,0.574,1.487,3.4
2020,Sweden,Western Europe,7.353499889,0.272827893,0.986470461,0.442066371,1.322235227,0.650297701,1.433347702,4.53
2021,Sweden,Western Europe,7.363,0.244,0.763,0.448,1.478,0.685,1.062,3.08
2022,Sweden,Western Europe,7.384,0.218,0.803,0.512,1.92,0.724,1.204,3.84
2015,Switzerland,Western Europe,7.587,0.29678,0.94143,0.41978,1.39651,0.66557,1.34951,7.37
2016,Switzerland,Western Europe,7.509,0.28083,0.86303,0.41203,1.52733,0.58557,1.14524,6.71
2017,Switzerland,Western Europe,7.493999958,0.290549278,0.858131289,0.367007285,1.564979553,0.620070577,1.516911745,6.85
2018,Switzerland,Western Europe,7.487,0.256,0.927,0.357,1.42,0.66,1.549,7.68
2019,Switzerland,Western Europe,7.48,0.263,1.052,0.343,1.452,0.572,1.526,7.31
2020,Switzerland,Western Europe,7.559899807,0.269055754,1.040533185,0.407945901,1.39077425,0.62895447,1.472403407,7.64
2021,Switzerland,Western Europe,7.571,0.204,0.816,0.413,1.566,0.653,1.079,6.39
2022,Switzerland,Western Europe,7.512,0.147,0.822,0.461,2.026,0.677,1.226,8.08
2015,Syria,Middle East and North Africa,3.006,0.47179,0.72193,0.18906,0.6632,0.15684,0.47489,
2016,Syria,Middle East and North Africa,3.069,0.48397,0.62994,0.17233,0.74719,0.06912,0.14866,
2017,Syria,Middle East and North Africa,3.461999893,0.493663728,0.500533342,0.151347131,0.777153134,0.081539445,0.396102607,
2018,Syria,Middle East and North Africa,3.462,0.376,0.539,0.144,0.689,0.088,0.382,
2019,Syria,Middle East and North Africa,3.462,0.331,0.44,0.141,0.619,0.013,0.378,
2015,Taiwan Province of China,East Asia,6.298,0.25376,0.8753,0.08129,1.29098,0.3974,1.07617,
2016,Taiwan Province of China,East Asia,6.379,0.25495,0.79565,0.0663,1.39729,0.32377,0.92624,
2017,Taiwan Province of China,East Asia,6.421999931,0.258360475,0.793984234,0.063829236,1.433626533,0.361466587,1.384565353,
2018,Taiwan Province of China,East Asia,6.441,0.151,0.857,0.078,1.365,0.418,1.436,
2019,Taiwan Province of China,East Asia,6.446,0.242,0.914,0.097,1.368,0.351,1.43,
2020,Taiwan Province of China,East Asia,6.45539999,0.150598705,0.878437996,0.131516352,1.327470541,0.449404389,1.357760668,
2021,Taiwan Province of China,East Asia,6.584,0.142,0.665,0.139,1.48,0.49,0.982,
2022,Taiwan Province of China,East Asia,6.512,0.075,0.733,0.168,1.897,0.542,1.095,
2015,Tajikistan,Commonwealth of Independent States,4.786,0.22974,0.57379,0.15072,0.39047,0.47216,0.85563,4.32
2016,Tajikistan,Commonwealth of Independent States,4.996,0.25998,0.53119,0.13509,0.48835,0.43408,0.75602,4.65
2017,Tajikistan,Commonwealth of Independent States,5.040999889,0.248997644,0.529235125,0.146377146,0.524713635,0.471566707,1.271463275,4.09
2018,Tajikistan,Commonwealth of Independent States,5.199,0.187,0.598,0.034,0.474,0.292,1.166,4.4
2019,Tajikistan,Commonwealth of Independent States,5.467,0.23,0.718,0.144,0.493,0.389,1.098,4.32
2020,Tajikistan,Commonwealth of Independent States,5.555699825,0.182417125,0.680594802,0.221779913,0.474874616,0.521141171,1.218377709,3.7
2021,Tajikistan,Commonwealth of Independent States,5.466,0.152,0.498,0.247,0.508,0.548,0.895,4.61
2022,Tajikistan,Commonwealth of Independent States,5.377,0.118,0.518,0.304,0.966,0.572,1.005,5.09
2015,Tanzania,Sub-Saharan Africa,3.781,0.34377,0.38215,0.05747,0.2852,0.32878,1.00268,23.03
2016,Tanzania,Sub-Saharan Africa,3.666,0.31472,0.357,0.05099,0.47155,0.3176,0.77623,23.19
2017,Tanzania,Sub-Saharan Africa,3.348999977,0.354256362,0.364509284,0.066035107,0.511135876,0.390017778,1.041989803,23.26
2018,Tanzania,Sub-Saharan Africa,3.303,0.27,0.381,0.097,0.455,0.481,0.991,22.86
2019,Tanzania,Sub-Saharan Africa,3.231,0.276,0.499,0.147,0.476,0.417,0.885,23.26
2020,Tanzania,Sub-Saharan Africa,3.476200104,0.27154091,0.442677855,0.203880861,0.457163125,0.509343088,0.872674644,23.1
2021,Tanzania,Sub-Saharan Africa,3.623,0.307,0.3,0.231,0.433,0.549,0.54,23.0
2022,Tanzania,Sub-Saharan Africa,3.702,0.248,0.425,0.27,0.848,0.578,0.597,22.9
2015,Thailand,Southeast Asia,6.455,0.5763,0.7385,0.03187,0.9669,0.55664,1.26504,27.3
2016,Thailand,Southeast Asia,6.474,0.58696,0.64915,0.02833,1.0893,0.49553,1.04477,27.41
2017,Thailand,Southeast Asia,6.423999786,0.57212311,0.647239029,0.031612735,1.127868772,0.580200732,1.425792456,26.93
2018,Thailand,Southeast Asia,6.072,0.364,0.707,0.029,1.016,0.637,1.417,26.92
2019,Thailand,Southeast Asia,6.008,0.359,0.828,0.028,1.05,0.557,1.409,27.49
2020,Thailand,Southeast Asia,5.998799801,0.376709014,0.793855846,0.031837862,1.007029295,0.609449804,1.347519517,27.42
2021,Thailand,Southeast Asia,5.985,0.375,0.596,0.028,1.107,0.611,0.957,26.9
2022,Thailand,Southeast Asia,5.891,0.321,0.697,0.026,1.535,0.617,1.096,26.78
2015,Togo,Sub-Saharan Africa,2.839,0.16681,0.28443,0.10731,0.20868,0.36453,0.13995,27.66
2016,Togo,Sub-Saharan Africa,3.303,0.17517,0.24811,0.11587,0.28123,0.34678,0.0,27.88
2017,Togo,Sub-Saharan Africa,3.494999886,0.196896151,0.247105569,0.095665015,0.305444717,0.380426139,0.43188253,27.7
2018,Togo,Sub-Saharan Africa,3.999,0.158,0.253,0.101,0.259,0.434,0.474,27.66
2019,Togo,Sub-Saharan Africa,4.085,0.177,0.41,0.085,0.275,0.293,0.572,27.54
2020,Togo,Sub-Saharan Africa,4.187200069,0.200774252,0.342731178,0.114826456,0.268116266,0.303539038,0.547622859,27.81
2021,Togo,Sub-Saharan Africa,4.107,0.209,0.203,0.107,0.254,0.289,0.239,28.04
2022,Togo,Sub-Saharan Africa,4.112,0.174,0.36,0.132,0.771,0.292,0.322,27.47
2015,Trinidad and Tobago,Latin America and Caribbean,6.168,0.31844,0.61483,0.0114,1.21183,0.55884,1.18354,
2016,Trinidad and Tobago,Latin America and Caribbean,6.168,0.31935,0.52608,0.01241,1.32572,0.48453,0.98569,
2017,Trinidad and Tobago,Latin America and Caribbean,6.168000221,0.325296462,0.519983292,0.008964816,1.361355901,0.518630743,1.380228519,
2018,Trinidad and Tobago,Latin America and Caribbean,6.192,0.171,0.564,0.019,1.223,0.575,1.492,
2019,Trinidad and Tobago,Latin America and Caribbean,6.192,0.185,0.713,0.016,1.231,0.489,1.477,
2020,Trinidad and Tobago,Latin America and Caribbean,6.191899776,0.199358255,0.658828557,0.015078396,1.167641521,0.55293113,1.407326221,
2015,Tunisia,Middle East and North Africa,4.739,0.06431,0.73793,0.06358,0.88113,0.26268,0.60429,20.78
2016,Tunisia,Middle East and North Africa,5.045,0.03936,0.59577,0.0817,0.97724,0.23553,0.43165,21.05
2017,Tunisia,Middle East and North Africa,4.804999828,0.049693357,0.613212049,0.086723149,1.007265806,0.28968069,0.86835146,20.71
2018,Tunisia,Middle East and North Africa,4.592,0.04,0.69,0.063,0.9,0.271,0.906,20.71
2019,Tunisia,Middle East and North Africa,4.461,0.059,0.815,0.055,0.921,0.167,1.0,20.72
2020,Tunisia,Middle East and North Africa,4.392199993,0.055881143,0.781156719,0.043899573,0.874742687,0.235860556,0.872167706,20.86
2021,Tunisia,Middle East and North Africa,4.596,0.057,0.59,0.044,0.919,0.334,0.515,21.33
2022,Tunisia,Middle East and North Africa,4.516,0.029,0.656,0.029,1.35,0.316,0.596,21.44
2015,Turkey,Middle East and North Africa,5.332,0.12253,0.73172,0.15746,1.06098,0.22815,0.94632,11.72
2016,Turkey,Middle East and North Africa,5.389,0.04707,0.64718,0.12348,1.16492,0.23889,0.87717,12.08
2017,Turkey,Middle East and North Africa,5.5,0.046693042,0.637605608,0.09967158,1.198274374,0.3007406,1.337753177,11.9
2018,Turkey,Middle East and North Africa,5.483,0.106,0.686,0.109,1.148,0.324,1.38,13.11
2019,Turkey,Middle East and North Africa,5.373,0.083,0.808,0.106,1.183,0.195,1.36,12.46
2020,Turkey,Middle East and North Africa,5.131800175,0.085885569,0.781335294,0.120983243,1.127169251,0.25440076,1.197159171,12.65
2021,Turkey,Middle East and North Africa,4.948,0.097,0.59,0.104,1.26,0.236,0.809,12.61
2022,Turkey,Middle East and North Africa,4.744,0.087,0.702,0.115,1.707,0.209,0.865,12.24
2015,Turkmenistan,Commonwealth of Independent States,5.548,0.16979,0.53886,0.30844,0.95847,0.4761,1.22668,17.13
2016,Turkmenistan,Commonwealth of Independent States,5.658,0.22567,0.44006,0.28467,1.08017,0.37408,1.03817,17.35
2017,Turkmenistan,Commonwealth of Independent States,5.822000027,0.249924988,0.43772608,0.25927034,1.130776763,0.418271929,1.493149161,16.96
2018,Turkmenistan,Commonwealth of Independent States,5.636,0.199,0.517,0.037,1.016,0.417,1.533,17.14
2019,Turkmenistan,Commonwealth of Independent States,5.247,0.244,0.657,0.028,1.052,0.394,1.538,17.37
2020,Turkmenistan,Commonwealth of Independent States,5.119100094,0.323129326,0.612448037,0.03350389,1.008963585,0.515236676,1.510476947,16.45
2021,Turkmenistan,Commonwealth of Independent States,5.066,0.366,0.439,0.033,1.046,0.602,1.172,17.69
2022,Turkmenistan,Commonwealth of Independent States,5.474,0.314,0.516,0.032,1.484,0.649,1.319,17.66
2015,Uganda,Sub-Saharan Africa,3.931,0.29066,0.33861,0.07267,0.21102,0.45727,1.13299,23.08
2016,Uganda,Sub-Saharan Africa,3.739,0.27102,0.19625,0.06442,0.34719,0.43653,0.90981,23.38
2017,Uganda,Sub-Saharan Africa,4.080999851,0.325766057,0.217632607,0.057069719,0.381430715,0.443185955,1.129827738,23.3
2018,Uganda,Sub-Saharan Africa,4.161,0.259,0.237,0.061,0.322,0.45,1.09,23.08
2019,Uganda,Sub-Saharan Africa,4.189,0.252,0.443,0.06,0.332,0.356,1.069,23.33
2020,Uganda,Sub-Saharan Africa,4.43200016,0.264807373,0.378311664,0.063818842,0.312337428,0.401682556,1.052327394,23.34
2021,Uganda,Sub-Saharan Africa,4.636,0.267,0.24,0.054,0.364,0.398,0.718,23.22
2022,Uganda,Sub-Saharan Africa,4.603,0.222,0.418,0.066,0.777,0.402,0.875,23.14
2015,Ukraine,Central and Eastern Europe,4.681,0.15275,0.6739,0.02961,0.79907,0.25123,1.20278,10.36
2016,Ukraine,Central and Eastern Europe,4.324,0.20363,0.58628,0.01829,0.87287,0.12859,1.01413,9.71
2017,Ukraine,Central and Eastern Europe,4.096000195,0.270061463,0.575903952,0.023029471,0.894651949,0.122974776,1.394537568,9.84
2018,Ukraine,Central and Eastern Europe,4.103,0.187,0.609,0.011,0.793,0.163,1.413,9.88
2019,Ukraine,Central and Eastern Europe,4.332,0.187,0.739,0.01,0.82,0.178,1.39,10.69
2020,Ukraine,Central and Eastern Europe,4.56069994,0.178551316,0.698674381,0.00965116,0.780434608,0.319423705,1.321316481,10.86
2021,Ukraine,Central and Eastern Europe,4.875,0.181,0.517,0.01,0.979,0.417,0.958,9.37
2022,Ukraine,Central and Eastern Europe,5.084,0.188,0.583,0.017,1.411,0.473,1.081,10.04
2015,United Arab Emirates,Middle East and North Africa,6.901,0.26428,0.80925,0.38583,1.42727,0.64157,1.12575,28.65
2016,United Arab Emirates,Middle East and North Africa,6.573,0.26591,0.72993,0.35561,1.57352,0.56215,0.87114,28.66
2017,United Arab Emirates,Middle East and North Africa,6.647999763,0.360941947,0.726798236,0.324489564,1.626343369,0.60834527,1.266410232,28.63
2018,United Arab Emirates,Middle East and North Africa,6.774,0.186,0.67,,2.096,0.284,0.776,28.76
2019,United Arab Emirates,Middle East and North Africa,6.825,0.262,0.825,0.182,1.503,0.598,1.31,28.65
2020,United Arab Emirates,Middle East and North Africa,6.790800095,0.28065598,0.787814438,0.220213518,1.431086421,0.652936101,1.251170993,28.42
2021,United Arab Emirates,Middle East and North Africa,6.561,0.236,0.594,0.223,1.555,0.67,0.86,29.09
2022,United Arab Emirates,Middle East and North Africa,6.576,0.204,0.633,0.25,1.998,0.702,0.98,28.93
2015,United Kingdom,Western Europe,6.867,0.51912,0.90943,0.32067,1.26637,0.59625,1.28548,9.18
2016,United Kingdom,Western Europe,6.725,0.50156,0.80991,0.27399,1.40283,0.50036,1.08672,9.35
2017,United Kingdom,Western Europe,6.714000225,0.492774159,0.805335939,0.265428066,1.44163394,0.508190036,1.49646008,9.62
2018,United Kingdom,Western Europe,7.19,0.262,0.888,0.082,1.244,0.464,1.433,9.49
2019,United Kingdom,Western Europe,7.054,0.348,0.996,0.278,1.333,0.45,1.538,9.55
2020,United Kingdom,Western Europe,7.164500237,0.373433441,0.97570008,0.322601646,1.273061037,0.525168657,1.457844973,9.68
2021,United Kingdom,Western Europe,7.064,0.34,0.757,0.306,1.423,0.58,1.062,9.39
2022,United Kingdom,Western Europe,6.943,0.289,0.75,0.329,1.867,0.597,1.143,10.11
2015,United States,North America and ANZ,7.119,0.40105,0.86179,0.1589,1.39451,0.54604,1.24711,10.22
2016,United States,North America and ANZ,7.104,0.41077,0.779,0.14868,1.50796,0.48163,1.04782,10.64
2017,United States,North America and ANZ,6.993000031,0.392578781,0.774286628,0.135638788,1.546259284,0.505740523,1.419920564,10.22
2018,United States,North America and ANZ,6.886,0.291,0.819,0.133,1.398,0.547,1.471,9.89
2019,United States,North America and ANZ,6.892,0.28,0.874,0.128,1.433,0.454,1.457,9.73
2020,United States,North America and ANZ,6.939599991,0.298143059,0.831618011,0.152284741,1.37398684,0.534608245,1.404786706,10.02
2021,United States,North America and ANZ,6.951,0.252,0.621,0.154,1.533,0.554,1.03,10.01
2022,United States,North America and ANZ,6.977,0.22,0.628,0.177,1.982,0.574,1.182,9.73
2015,Uruguay,Latin America and Caribbean,6.485,0.2324,0.8116,0.24558,1.06166,0.60362,1.2089,18.37
2016,Uruguay,Latin America and Caribbean,6.545,0.18056,0.72183,0.21394,1.18157,0.54388,1.03143,17.71
2017,Uruguay,Latin America and Caribbean,6.453999996,0.175096929,0.719216824,0.178061873,1.217559695,0.579392254,1.412227869,18.78
2018,Uruguay,Latin America and Caribbean,6.379,0.13,0.771,0.155,1.093,0.625,1.459,18.24
2019,Uruguay,Latin America and Caribbean,6.293,0.127,0.891,0.15,1.124,0.523,1.465,18.15
2020,Uruguay,Latin America and Caribbean,6.440100193,0.132143691,0.856928885,0.193425074,1.071000457,0.59426707,1.425081134,18.13
2021,Uruguay,Latin America and Caribbean,6.431,0.128,0.649,0.223,1.164,0.625,1.042,18.06
2022,Uruguay,Latin America and Caribbean,6.474,0.103,0.672,0.265,1.615,0.665,1.18,17.73
2015,Uzbekistan,Commonwealth of Independent States,6.003,0.22837,0.59772,0.30826,0.63244,0.65821,1.34043,14.28
2016,Uzbekistan,Commonwealth of Independent States,5.987,0.34326,0.50163,0.28333,0.73591,0.60848,1.1681,14.65
2017,Uzbekistan,Commonwealth of Independent States,5.971000195,0.415983647,0.498272628,0.246528223,0.786441088,0.658248663,1.54896915,13.98
2018,Uzbekistan,Commonwealth of Independent States,6.096,0.328,0.605,0.259,0.719,0.724,1.584,13.83
2019,Uzbekistan,Commonwealth of Independent States,6.174,0.322,0.756,0.24,0.745,0.631,1.529,14.57
2020,Uzbekistan,Commonwealth of Independent States,6.257599831,0.363311023,0.716703713,0.280260265,0.696652949,0.693270326,1.434020042,13.89
2021,Uzbekistan,Commonwealth of Independent States,6.179,0.391,0.528,0.271,0.769,0.716,1.027,14.76
2022,Uzbekistan,Commonwealth of Independent States,6.063,0.283,0.6,0.24,1.219,0.716,1.092,14.86
2015,Venezuela,Latin America and Caribbean,6.81,0.05841,0.72052,0.11069,1.04424,0.42908,1.25596,
2016,Venezuela,Latin America and Caribbean,6.084,0.0425,0.61904,0.08304,1.13367,0.19847,1.03302,
2017,Venezuela,Latin America and Caribbean,5.25,0.06501963,0.617144227,0.064491123,1.128431201,0.153997123,1.431337595,
2018,Venezuela,Latin America and Caribbean,4.806,0.056,0.657,0.052,0.996,0.133,1.469,
2019,Venezuela,Latin America and Caribbean,4.707,0.064,0.805,0.047,0.96,0.154,1.427,
2020,Venezuela,Latin America and Caribbean,5.053199768,0.087179154,0.76702553,0.063624777,0.770238638,0.271717221,1.348546863,
2021,Venezuela,Latin America and Caribbean,4.892,0.078,0.574,0.072,0.852,0.284,0.897,
2022,Venezuela,Latin America and Caribbean,4.925,0.225,0.578,0.082,0.0,0.283,0.968,
2015,Vietnam,Southeast Asia,5.36,0.1686,0.74676,0.10441,0.63216,0.59444,0.91226,25.29
2016,Vietnam,Southeast Asia,5.061,0.25075,0.66157,0.11556,0.74037,0.55954,0.79117,25.21
2017,Vietnam,Southeast Asia,5.073999882,0.234968051,0.652168989,0.087633237,0.788547575,0.571055591,1.277491331,24.84
2018,Vietnam,Southeast Asia,5.103,0.177,0.702,0.079,0.715,0.618,1.365,24.82
2019,Vietnam,Southeast Asia,5.175,0.147,0.851,0.073,0.741,0.543,1.346,25.41
2020,Vietnam,Southeast Asia,5.353499889,0.136488721,0.819133997,0.089848459,0.718092382,0.650835574,1.253074765,25.23
2021,Vietnam,Southeast Asia,5.411,0.124,0.616,0.091,0.817,0.679,0.873,25.04
2022,Vietnam,Southeast Asia,5.485,0.143,0.611,0.105,1.252,0.707,0.932,24.73
2015,Yemen,Middle East and North Africa,4.077,0.09131,0.40064,0.07854,0.54649,0.35571,0.68093,
2016,Yemen,Middle East and North Africa,3.724,0.09821,0.31048,0.05892,0.57939,0.2287,0.47493,
2017,Yemen,Middle East and North Africa,3.592999935,0.104125209,0.310080916,0.056767423,0.591683447,0.249463722,0.935382247,
2018,Yemen,Middle East and North Africa,3.355,0.083,0.343,0.064,0.442,0.244,1.073,
2019,Yemen,Middle East and North Africa,3.38,0.108,0.463,0.077,0.287,0.143,1.163,
2020,Yemen,Middle East and North Africa,3.527400017,0.094689012,0.41500017,0.087352127,0.392701775,0.243721485,1.177477121,
2021,Yemen,Middle East and North Africa,3.658,0.092,0.272,0.089,0.329,0.268,0.831,
2022,Yemen,Middle East and North Africa,4.197,0.09,0.384,0.098,0.691,0.33,1.043,
2015,Zambia,Sub-Saharan Africa,5.129,0.19591,0.29924,0.12468,0.47038,0.48827,0.91612,22.36
2016,Zambia,Sub-Saharan Africa,4.795,0.17866,0.23573,0.11479,0.61202,0.42662,0.6376,22.51
2017,Zambia,Sub-Saharan Africa,4.513999939,0.249580145,0.257835895,0.07821355,0.636406779,0.461603492,1.003187299,22.21
2018,Zambia,Sub-Saharan Africa,4.377,0.221,0.295,0.082,0.562,0.503,1.047,21.94
2019,Zambia,Sub-Saharan Africa,4.107,0.247,0.426,0.087,0.578,0.431,1.058,22.4
2020,Zambia,Sub-Saharan Africa,3.759399891,0.250620902,0.36359334,0.086705238,0.536833763,0.49131754,0.896037281,22.03
2021,Zambia,Sub-Saharan Africa,4.073,0.227,0.231,0.074,0.528,0.487,0.552,22.11
2022,Zambia,Sub-Saharan Africa,3.76,0.203,0.306,0.083,0.93,0.525,0.577,21.92
2015,Zimbabwe,Sub-Saharan Africa,4.61,0.18987,0.33475,0.08079,0.271,0.25861,1.03276,22.32
2016,Zimbabwe,Sub-Saharan Africa,4.193,0.18503,0.1595,0.08582,0.35041,0.25429,0.71478,22.25
2017,Zimbabwe,Sub-Saharan Africa,3.875,0.189143494,0.196763754,0.095375381,0.375846535,0.336384207,1.083095908,21.73
2018,Zimbabwe,Sub-Saharan Africa,3.692,0.132,0.248,0.099,0.357,0.406,1.094,22.09
2019,Zimbabwe,Sub-Saharan Africa,3.663,0.151,0.433,0.089,0.366,0.361,1.114,22.37
2020,Zimbabwe,Sub-Saharan Africa,3.299200058,0.151349187,0.375037611,0.080928579,0.425564021,0.37740472,1.047835231,21.93
2021,Zimbabwe,Sub-Saharan Africa,3.145,0.157,0.243,0.075,0.457,0.359,0.649,21.87
2022,Zimbabwe,Sub-Saharan Africa,2.995,0.106,0.27,0.105,0.947,0.329,0.69,21.83
