year,country,region,happiness_score,healthy_life_expectancy,social_support,generosity,gdp_per_capita,perceptions_of_corruption,freedom_to_make_life_choices,temperature,fertility_rate
2016,Switzerland,Western Europe,7.509,0.86303,1.14524,0.28083,1.52733,0.41203,0.58557,6.71,1.39
2017,Switzerland,Western Europe,7.493999958,0.858131289,1.516911745,0.290549278,1.564979553,0.367007285,0.620070577,6.85,1.39
2018,Switzerland,Western Europe,7.487,0.927,1.549,0.256,1.42,0.357,0.66,7.68,1.39
2019,Switzerland,Western Europe,7.48,1.052,1.526,0.263,1.452,0.343,0.572,7.31,1.39
2020,Switzerland,Western Europe,7.559899807,1.040533185,1.472403407,0.269055754,1.39077425,0.407945901,0.62895447,7.64,1.39
2021,Switzerland,Western Europe,7.571,0.816,1.079,0.204,1.566,0.413,0.653,6.39,1.39
2022,Switzerland,Western Europe,7.512,0.822,1.226,0.147,2.026,0.461,0.677,8.08,1.39
2015,Taiwan Province of China,East Asia,6.298,0.8753,1.07617,0.25376,1.29098,0.08129,0.3974,-1.0,-1.0
2016,Taiwan Province of China,East Asia,6.379,0.79565,0.92624,0.25495,1.39729,0.0663,0.32377,-1.0,-1.0
2017,Taiwan Province of China,East Asia,6.421999931,0.793984234,1.384565353,0.258360475,1.433626533,0.063829236,0.361466587,-1.0,-1.0
2018,Taiwan Province of China,East Asia,6.441,0.857,1.436,0.151,1.365,0.078,0.418,-1.0,-1.0
2019,Taiwan Province of China,East Asia,6.446,0.914,1.43,0.242,1.368,0.097,0.351,-1.0,-1.0
2020,Taiwan Province of China,East Asia,6.45539999,0.878437996,1.357760668,0.150598705,1.327470541,0.131516352,0.449404389,-1.0,-1.0
2021,Taiwan Province of China,East Asia,6.584,0.665,0.982,0.142,1.48,0.139,0.49,-1.0,-1.0
2022,Taiwan Province of China,East Asia,6.512,0.733,1.095,0.075,1.897,0.168,0.542,-1.0,-1.0
2015,Tajikistan,Commonwealth of Independent States,4.786,0.57379,0.85563,0.22974,0.39047,0.15072,0.47216,4.32,3.141
2016,Tajikistan,Commonwealth of Independent States,4.996,0.53119,0.75602,0.25998,0.48835,0.13509,0.43408,4.65,3.141
2017,Tajikistan,Commonwealth of Independent States,5.040999889,0.529235125,1.271463275,0.248997644,0.524713635,0.146377146,0.471566707,4.09,3.141
2018,Tajikistan,Commonwealth of Independent States,5.199,0.598,1.166,0.187,0.474,0.034,0.292,4.4,3.141
2019,Tajikistan,Commonwealth of Independent States,5.467,0.718,1.098,0.23,0.493,0.144,0.389,4.32,3.141
2020,Tajikistan,Commonwealth of Independent States,5.555699825,0.680594802,1.218377709,0.182417125,0.474874616,0.221779913,0.521141171,3.7,3.141
2021,Tajikistan,Commonwealth of Independent States,5.466,0.498,0.895,0.152,0.508,0.247,0.548,4.61,3.141
2022,Tajikistan,Commonwealth of Independent States,5.377,0.518,1.005,0.118,0.966,0.304,0.572,5.09,3.141
2015,Tanzania,Sub-Saharan Africa,3.781,0.38215,1.00268,0.34377,0.2852,0.05747,0.32878,23.03,4.661
2016,Tanzania,Sub-Saharan Africa,3.666,0.357,0.77623,0.31472,0.47155,0.05099,0.3176,23.19,4.661
2017,Tanzania,Sub-Saharan Africa,3.348999977,0.364509284,1.041989803,0.354256362,0.511135876,0.066035107,0.390017778,23.26,4.661
2018,Tanzania,Sub-Saharan Africa,3.303,0.381,0.991,0.27,0.455,0.097,0.481,22.86,4.661
2019,Tanzania,Sub-Saharan Africa,3.231,0.499,0.885,0.276,0.476,0.147,0.417,23.26,4.661
2020,Tanzania,Sub-Saharan Africa,3.476200104,0.442677855,0.872674644,0.27154091,0.457163125,0.203880861,0.509343088,23.1,4.661
2021,Tanzania,Sub-Saharan Africa,3.623,0.3,0.54,0.307,0.433,0.231,0.549,23.0,4.661
2022,Tanzania,Sub-Saharan Africa,3.702,0.425,0.597,0.248,0.848,0.27,0.578,22.9,4.661
2015,Thailand,Southeast Asia,6.455,0.7385,1.26504,0.5763,0.9669,0.03187,0.55664,27.3,1.317
2016,Thailand,Southeast Asia,6.474,0.64915,1.04477,0.58696,1.0893,0.02833,0.49553,27.41,1.317
2017,Thailand,Southeast Asia,6.423999786,0.647239029,1.425792456,0.57212311,1.127868772,0.031612735,0.580200732,26.93,1.317
2018,Thailand,Southeast Asia,6.072,0.707,1.417,0.364,1.016,0.029,0.637,26.92,1.317
2019,Thailand,Southeast Asia,6.008,0.828,1.409,0.359,1.05,0.028,0.557,27.49,1.317
2020,Thailand,Southeast Asia,5.998799801,0.793855846,1.347519517,0.376709014,1.007029295,0.031837862,0.609449804,27.42,1.317
2021,Thailand,Southeast Asia,5.985,0.596,0.957,0.375,1.107,0.028,0.611,26.9,1.317
2022,Thailand,Southeast Asia,5.891,0.697,1.096,0.321,1.535,0.026,0.617,26.78,1.317
2015,Togo,Sub-Saharan Africa,2.839,0.28443,0.13995,0.16681,0.20868,0.10731,0.36453,27.66,4.196
2016,Togo,Sub-Saharan Africa,3.303,0.24811,0.38949362699999995,0.17517,0.28123,0.11587,0.34678,27.88,4.196
2017,Togo,Sub-Saharan Africa,3.494999886,0.247105569,0.43188253,0.196896151,0.305444717,0.095665015,0.380426139,27.7,4.196
2018,Togo,Sub-Saharan Africa,3.999,0.253,0.474,0.158,0.259,0.101,0.434,27.66,4.196
2019,Togo,Sub-Saharan Africa,4.085,0.41,0.572,0.177,0.275,0.085,0.293,27.54,4.196
2020,Togo,Sub-Saharan Africa,4.187200069,0.342731178,0.547622859,0.200774252,0.268116266,0.114826456,0.303539038,27.81,4.196
2021,Togo,Sub-Saharan Africa,4.107,0.203,0.239,0.209,0.254,0.107,0.289,28.04,4.196
2022,Togo,Sub-Saharan Africa,4.112,0.36,0.322,0.174,0.771,0.132,0.292,27.47,4.196
2015,Tunisia,Middle East and North Africa,4.739,0.73793,0.60429,0.06431,0.88113,0.06358,0.26268,20.78,2.064
2016,Tunisia,Middle East and North Africa,5.045,0.59577,0.43165,0.03936,0.97724,0.0817,0.23553,21.05,2.064
2017,Tunisia,Middle East and North Africa,4.804999828,0.613212049,0.86835146,0.049693357,1.007265806,0.086723149,0.28968069,20.71,2.064
2018,Tunisia,Middle East and North Africa,4.592,0.69,0.906,0.04,0.9,0.063,0.271,20.71,2.064
2019,Tunisia,Middle East and North Africa,4.461,0.815,1.0,0.059,0.921,0.055,0.167,20.72,2.064
2020,Tunisia,Middle East and North Africa,4.392199993,0.781156719,0.872167706,0.055881143,0.874742687,0.043899573,0.235860556,20.86,2.064
2021,Tunisia,Middle East and North Africa,4.596,0.59,0.515,0.057,0.919,0.044,0.334,21.33,2.064
2022,Tunisia,Middle East and North Africa,4.516,0.656,0.596,0.029,1.35,0.029,0.316,21.44,2.064
2015,Turkey,Middle East and North Africa,5.332,0.73172,0.94632,0.12253,1.06098,0.15746,0.22815,11.72,1.882
2016,Turkey,Middle East and North Africa,5.389,0.64718,0.87717,0.04707,1.16492,0.12348,0.23889,12.08,1.882
2017,Turkey,Middle East and North Africa,5.5,0.637605608,1.337753177,0.046693042,1.198274374,0.09967158,0.3007406,11.9,1.882
2018,Turkey,Middle East and North Africa,5.483,0.686,1.38,0.106,1.148,0.109,0.324,13.11,1.882
2019,Turkey,Middle East and North Africa,5.373,0.808,1.36,0.083,1.183,0.106,0.195,12.46,1.882
2020,Turkey,Middle East and North Africa,5.131800175,0.781335294,1.197159171,0.085885569,1.127169251,0.120983243,0.25440076,12.65,1.882
2021,Turkey,Middle East and North Africa,4.948,0.59,0.809,0.097,1.26,0.104,0.236,12.61,1.882
2022,Turkey,Middle East and North Africa,4.744,0.702,0.865,0.087,1.707,0.115,0.209,12.24,1.882
2015,Turkmenistan,Commonwealth of Independent States,5.548,0.53886,1.22668,0.16979,0.95847,0.30844,0.4761,17.13,2.617
2016,Turkmenistan,Commonwealth of Independent States,5.658,0.44006,1.03817,0.22567,1.08017,0.28467,0.37408,17.35,2.617
2017,Turkmenistan,Commonwealth of Independent States,5.822000027,0.43772608,1.493149161,0.249924988,1.130776763,0.25927034,0.418271929,16.96,2.617
2018,Turkmenistan,Commonwealth of Independent States,5.636,0.517,1.533,0.199,1.016,0.037,0.417,17.14,2.617
2019,Turkmenistan,Commonwealth of Independent States,5.247,0.657,1.538,0.244,1.052,0.028,0.394,17.37,2.617
2020,Turkmenistan,Commonwealth of Independent States,5.119100094,0.612448037,1.510476947,0.323129326,1.008963585,0.03350389,0.515236676,16.45,2.617
2021,Turkmenistan,Commonwealth of Independent States,5.066,0.439,1.172,0.366,1.046,0.033,0.602,17.69,2.617
2022,Turkmenistan,Commonwealth of Independent States,5.474,0.516,1.319,0.314,1.484,0.032,0.649,17.66,2.617
2015,Uganda,Sub-Saharan Africa,3.931,0.33861,1.13299,0.29066,0.21102,0.07267,0.45727,23.08,4.468
2016,Uganda,Sub-Saharan Africa,3.739,0.19625,0.90981,0.27102,0.34719,0.06442,0.43653,23.38,4.468
2017,Uganda,Sub-Saharan Africa,4.080999851,0.217632607,1.129827738,0.325766057,0.381430715,0.057069719,0.443185955,23.3,4.468
2018,Uganda,Sub-Saharan Africa,4.161,0.237,1.09,0.259,0.322,0.061,0.45,23.08,4.468
2019,Uganda,Sub-Saharan Africa,4.189,0.443,1.069,0.252,0.332,0.06,0.356,23.33,4.468
2020,Uganda,Sub-Saharan Africa,4.43200016,0.378311664,1.052327394,0.264807373,0.312337428,0.063818842,0.401682556,23.34,4.468
2021,Uganda,Sub-Saharan Africa,4.636,0.24,0.718,0.267,0.364,0.054,0.398,23.22,4.468
2022,Uganda,Sub-Saharan Africa,4.603,0.418,0.875,0.222,0.777,0.066,0.402,23.14,4.468
2015,Ukraine,Central and Eastern Europe,4.681,0.6739,1.20278,0.15275,0.79907,0.02961,0.25123,10.36,1.265
2016,Ukraine,Central and Eastern Europe,4.324,0.58628,1.01413,0.20363,0.87287,0.01829,0.12859,9.71,1.265
2017,Ukraine,Central and Eastern Europe,4.096000195,0.575903952,1.394537568,0.270061463,0.894651949,0.023029471,0.122974776,9.84,1.265
2018,Ukraine,Central and Eastern Europe,4.103,0.609,1.413,0.187,0.793,0.011,0.163,9.88,1.265
2019,Ukraine,Central and Eastern Europe,4.332,0.739,1.39,0.187,0.82,0.01,0.178,10.69,1.265
2020,Ukraine,Central and Eastern Europe,4.56069994,0.698674381,1.321316481,0.178551316,0.780434608,0.00965116,0.319423705,10.86,1.265
2021,Ukraine,Central and Eastern Europe,4.875,0.517,0.958,0.181,0.979,0.01,0.417,9.37,1.265
2022,Ukraine,Central and Eastern Europe,5.084,0.583,1.081,0.188,1.411,0.017,0.473,10.04,1.265
2015,United Arab Emirates,Middle East and North Africa,6.901,0.80925,1.12575,0.26428,1.42727,0.38583,0.64157,28.65,1.443
2016,United Arab Emirates,Middle East and North Africa,6.573,0.72993,0.87114,0.26591,1.57352,0.35561,0.56215,28.66,1.443
2017,United Arab Emirates,Middle East and North Africa,6.647999763,0.726798236,1.266410232,0.360941947,1.626343369,0.324489564,0.60834527,28.63,1.443
2018,United Arab Emirates,Middle East and North Africa,6.774,0.67,0.776,0.186,2.096,0.27730615457142854,0.284,28.76,1.443
2019,United Arab Emirates,Middle East and North Africa,6.825,0.825,1.31,0.262,1.503,0.182,0.598,28.65,1.443
2020,United Arab Emirates,Middle East and North Africa,6.790800095,0.787814438,1.251170993,0.28065598,1.431086421,0.220213518,0.652936101,28.42,1.443
2021,United Arab Emirates,Middle East and North Africa,6.561,0.594,0.86,0.236,1.555,0.223,0.67,29.09,1.443
2022,United Arab Emirates,Middle East and North Africa,6.576,0.633,0.98,0.204,1.998,0.25,0.702,28.93,1.443
2015,United Kingdom,Western Europe,6.867,0.90943,1.28548,0.51912,1.26637,0.32067,0.59625,9.18,1.57
2016,United Kingdom,Western Europe,6.725,0.80991,1.08672,0.50156,1.40283,0.27399,0.50036,9.35,1.57
2017,United Kingdom,Western Europe,6.714000225,0.805335939,1.49646008,0.492774159,1.44163394,0.265428066,0.508190036,9.62,1.57
2018,United Kingdom,Western Europe,7.19,0.888,1.433,0.262,1.244,0.082,0.464,9.49,1.57
2019,United Kingdom,Western Europe,7.054,0.996,1.538,0.348,1.333,0.278,0.45,9.55,1.57
2020,United Kingdom,Western Europe,7.164500237,0.97570008,1.457844973,0.373433441,1.273061037,0.322601646,0.525168657,9.68,1.57
2021,United Kingdom,Western Europe,7.064,0.757,1.062,0.34,1.423,0.306,0.58,9.39,1.57
2022,United Kingdom,Western Europe,6.943,0.75,1.143,0.289,1.867,0.329,0.597,10.11,1.57
2015,United States,North America and ANZ,7.119,0.86179,1.24711,0.40105,1.39451,0.1589,0.54604,10.22,1.665
2016,United States,North America and ANZ,7.104,0.779,1.04782,0.41077,1.50796,0.14868,0.48163,10.64,1.665
2017,United States,North America and ANZ,6.993000031,0.774286628,1.419920564,0.392578781,1.546259284,0.135638788,0.505740523,10.22,1.665
2018,United States,North America and ANZ,6.886,0.819,1.471,0.291,1.398,0.133,0.547,9.89,1.665
2019,United States,North America and ANZ,6.892,0.874,1.457,0.28,1.433,0.128,0.454,9.73,1.665
2020,United States,North America and ANZ,6.939599991,0.831618011,1.404786706,0.298143059,1.37398684,0.152284741,0.534608245,10.02,1.665
2021,United States,North America and ANZ,6.951,0.621,1.03,0.252,1.533,0.154,0.554,10.01,1.665
2022,United States,North America and ANZ,6.977,0.628,1.182,0.22,1.982,0.177,0.574,9.73,1.665
2015,Uruguay,Latin America and Caribbean,6.485,0.8116,1.2089,0.2324,1.06166,0.24558,0.60362,18.37,1.483
2016,Uruguay,Latin America and Caribbean,6.545,0.72183,1.03143,0.18056,1.18157,0.21394,0.54388,17.71,1.483
2017,Uruguay,Latin America and Caribbean,6.453999996,0.719216824,1.412227869,0.175096929,1.217559695,0.178061873,0.579392254,18.78,1.483
2018,Uruguay,Latin America and Caribbean,6.379,0.771,1.459,0.13,1.093,0.155,0.625,18.24,1.483
2019,Uruguay,Latin America and Caribbean,6.293,0.891,1.465,0.127,1.124,0.15,0.523,18.15,1.483
2020,Uruguay,Latin America and Caribbean,6.440100193,0.856928885,1.425081134,0.132143691,1.071000457,0.193425074,0.59426707,18.13,1.483
2021,Uruguay,Latin America and Caribbean,6.431,0.649,1.042,0.128,1.164,0.223,0.625,18.06,1.483
2022,Uruguay,Latin America and Caribbean,6.474,0.672,1.18,0.103,1.615,0.265,0.665,17.73,1.483
2015,Uzbekistan,Commonwealth of Independent States,6.003,0.59772,1.34043,0.22837,0.63244,0.30826,0.65821,14.28,3.308
2016,Uzbekistan,Commonwealth of Independent States,5.987,0.50163,1.1681,0.34326,0.73591,0.28333,0.60848,14.65,3.308
2017,Uzbekistan,Commonwealth of Independent States,5.971000195,0.498272628,1.54896915,0.415983647,0.786441088,0.246528223,0.658248663,13.98,3.308
2018,Uzbekistan,Commonwealth of Independent States,6.096,0.605,1.584,0.328,0.719,0.259,0.724,13.83,3.308
2019,Uzbekistan,Commonwealth of Independent States,6.174,0.756,1.529,0.322,0.745,0.24,0.631,14.57,3.308
2020,Uzbekistan,Commonwealth of Independent States,6.257599831,0.716703713,1.434020042,0.363311023,0.696652949,0.280260265,0.693270326,13.89,3.308
2021,Uzbekistan,Commonwealth of Independent States,6.179,0.528,1.027,0.391,0.769,0.271,0.716,14.76,3.308
2022,Uzbekistan,Commonwealth of Independent States,6.063,0.6,1.092,0.283,1.219,0.24,0.716,14.86,3.308
2015,Venezuela,Latin America and Caribbean,6.81,0.72052,1.25596,0.05841,1.04424,0.11069,0.42908,26.26,2.188
2016,Venezuela,Latin America and Caribbean,6.084,0.61904,1.03302,0.0425,1.13367,0.08304,0.19847,26.29,2.188
2017,Venezuela,Latin America and Caribbean,5.25,0.617144227,1.431337595,0.06501963,1.128431201,0.064491123,0.153997123,25.87,2.188
2018,Venezuela,Latin America and Caribbean,4.806,0.657,1.469,0.056,0.996,0.052,0.133,25.57,2.188
2019,Venezuela,Latin America and Caribbean,4.707,0.805,1.427,0.064,0.96,0.047,0.154,25.87,2.188
2020,Venezuela,Latin America and Caribbean,5.053199768,0.76702553,1.348546863,0.087179154,0.770238638,0.063624777,0.271717221,25.92,2.188
2021,Venezuela,Latin America and Caribbean,4.892,0.574,0.897,0.078,0.852,0.072,0.284,25.61,2.188
2022,Venezuela,Latin America and Caribbean,4.925,0.578,0.968,0.225,0.9835114055714286,0.082,0.283,25.52,2.188
2015,Vietnam,Southeast Asia,5.36,0.74676,0.91226,0.1686,0.63216,0.10441,0.59444,25.29,1.941
2016,Vietnam,Southeast Asia,5.061,0.66157,0.79117,0.25075,0.74037,0.11556,0.55954,25.21,1.941
2017,Vietnam,Southeast Asia,5.073999882,0.652168989,1.277491331,0.234968051,0.788547575,0.087633237,0.571055591,24.84,1.941
2018,Vietnam,Southeast Asia,5.103,0.702,1.365,0.177,0.715,0.079,0.618,24.82,1.941
2019,Vietnam,Southeast Asia,5.175,0.851,1.346,0.147,0.741,0.073,0.543,25.41,1.941
2020,Vietnam,Southeast Asia,5.353499889,0.819133997,1.253074765,0.136488721,0.718092382,0.089848459,0.650835574,25.23,1.941
2021,Vietnam,Southeast Asia,5.411,0.616,0.873,0.124,0.817,0.091,0.679,25.04,1.941
2022,Vietnam,Southeast Asia,5.485,0.611,0.932,0.143,1.252,0.105,0.707,24.73,1.941
2015,Yemen,Middle East and North Africa,4.077,0.40064,0.68093,0.09131,0.54649,0.07854,0.35571,25.95,3.716
2016,Yemen,Middle East and North Africa,3.724,0.31048,0.47493,0.09821,0.57939,0.05892,0.2287,25.65,3.716
2017,Yemen,Middle East and North Africa,3.592999935,0.310080916,0.935382247,0.104125209,0.591683447,0.056767423,0.249463722,25.75,3.716
2018,Yemen,Middle East and North Africa,3.355,0.343,1.073,0.083,0.442,0.064,0.244,25.5,3.716
2019,Yemen,Middle East and North Africa,3.38,0.463,1.163,0.108,0.287,0.077,0.143,25.94,3.716
2020,Yemen,Middle East and North Africa,3.527400017,0.41500017,1.177477121,0.094689012,0.392701775,0.087352127,0.243721485,25.62,3.716
2021,Yemen,Middle East and North Africa,3.658,0.272,0.831,0.092,0.329,0.089,0.268,25.64,3.716
2022,Yemen,Middle East and North Africa,4.197,0.384,1.043,0.09,0.691,0.098,0.33,25.51,3.716
2015,Zambia,Sub-Saharan Africa,5.129,0.29924,0.91612,0.19591,0.47038,0.12468,0.48827,22.36,4.242
2016,Zambia,Sub-Saharan Africa,4.795,0.23573,0.6376,0.17866,0.61202,0.11479,0.42662,22.51,4.242
2017,Zambia,Sub-Saharan Africa,4.513999939,0.257835895,1.003187299,0.249580145,0.636406779,0.07821355,0.461603492,22.21,4.242
2018,Zambia,Sub-Saharan Africa,4.377,0.295,1.047,0.221,0.562,0.082,0.503,21.94,4.242
2019,Zambia,Sub-Saharan Africa,4.107,0.426,1.058,0.247,0.578,0.087,0.431,22.4,4.242
2020,Zambia,Sub-Saharan Africa,3.759399891,0.36359334,0.896037281,0.250620902,0.536833763,0.086705238,0.49131754,22.03,4.242
2021,Zambia,Sub-Saharan Africa,4.073,0.231,0.552,0.227,0.528,0.074,0.487,22.11,4.242
2022,Zambia,Sub-Saharan Africa,3.76,0.306,0.577,0.203,0.93,0.083,0.525,21.92,4.242
2015,Zimbabwe,Sub-Saharan Africa,4.61,0.33475,1.03276,0.18987,0.271,0.08079,0.25861,22.32,3.437
2016,Zimbabwe,Sub-Saharan Africa,4.193,0.1595,0.71478,0.18503,0.35041,0.08582,0.25429,22.25,3.437
2017,Zimbabwe,Sub-Saharan Africa,3.875,0.196763754,1.083095908,0.189143494,0.375846535,0.095375381,0.336384207,21.73,3.437
2018,Zimbabwe,Sub-Saharan Africa,3.692,0.248,1.094,0.132,0.357,0.099,0.406,22.09,3.437
2019,Zimbabwe,Sub-Saharan Africa,3.663,0.433,1.114,0.151,0.366,0.089,0.361,22.37,3.437
2020,Zimbabwe,Sub-Saharan Africa,3.299200058,0.375037611,1.047835231,0.151349187,0.425564021,0.080928579,0.37740472,21.93,3.437
2021,Zimbabwe,Sub-Saharan Africa,3.145,0.243,0.649,0.157,0.457,0.075,0.359,21.87,3.437
2022,Zimbabwe,Sub-Saharan Africa,2.995,0.27,0.69,0.106,0.947,0.105,0.329,21.83,3.437
