year,country,region,happiness_score,healthy_life_expectancy,perceptions_of_corruption,freedom_to_make_life_choices,social_support,gdp_per_capita,generosity,temperature,fertility_rate,population
2018,Senegal,Sub-Saharan Africa,4.631,0.433,0.082,0.406,1.117,0.429,0.138,28.82,4.584,15574909.0
2019,Senegal,Sub-Saharan Africa,4.681,0.571,0.072,0.292,1.134,0.45,0.153,28.82,4.517,16000781.0
2020,Senegal,Sub-Saharan Africa,4.980800152,0.518391907,0.081865937,0.352400899,0.95459342,0.504061818,0.164397135,29.55,4.454,16436120.0
2021,Senegal,Sub-Saharan Africa,5.132,0.357,0.088,0.381,0.558,0.518,0.158,29.62,4.387,16876720.0
2022,Senegal,Sub-Saharan Africa,5.046,0.447,0.081,0.494,0.53,0.933,0.143,29.0,4.314,17316449.0
2015,Serbia,Central and Eastern Europe,5.123,0.74836,0.02617,0.20107,1.00964,0.92053,0.19231,12.18,1.46,7095383.0
2016,Serbia,Central and Eastern Europe,5.177,0.6458,0.04339,0.15718,0.81329,1.03437,0.20737,11.72,1.46,7058322.0
2017,Serbia,Central and Eastern Europe,5.394999981,0.650784671,0.040903781,0.208715528,1.258189797,1.069317579,0.220125884,11.87,1.49,7020858.0
2018,Serbia,Central and Eastern Europe,5.398,0.685,0.043,0.288,1.369,0.975,0.134,12.62,1.49,6982604.0
2019,Serbia,Central and Eastern Europe,5.603,0.854,0.039,0.282,1.383,1.004,0.137,12.79,1.52,6945235.0
2020,Serbia,Central and Eastern Europe,5.77820015,0.828403294,0.059447147,0.395428419,1.327448964,0.988181829,0.15028289,12.21,1.48,6899126.0
2021,Serbia,Central and Eastern Europe,6.078,0.634,0.066,0.482,0.924,1.101,0.189,11.7,1.52,6834326.0
2022,Serbia,Central and Eastern Europe,6.178,0.658,0.088,0.546,1.086,1.55,0.219,12.56,1.63,6664449.0
2015,Sierra Leone,Sub-Saharan Africa,4.507,0.16490374400000002,0.08786,0.4084,0.95571,0.33024,0.21488,26.68,4.548,7314773.0
2016,Sierra Leone,Sub-Saharan Africa,4.635,0.16490374400000002,0.08196,0.30685,0.628,0.36485,0.23897,26.97,4.466,7493913.0
2017,Sierra Leone,Sub-Saharan Africa,4.709000111,0.005564754,0.071095176,0.318697691,0.984136045,0.368420929,0.293040901,26.88,4.389,7677565.0
2018,Sierra Leone,Sub-Saharan Africa,4.571,0.16490374400000002,0.053,0.355,0.813,0.256,0.238,26.75,4.294,7861281.0
2019,Sierra Leone,Sub-Saharan Africa,4.374,0.242,0.045,0.309,0.841,0.268,0.252,26.58,4.192,8046828.0
2020,Sierra Leone,Sub-Saharan Africa,3.926399946,0.203953966,0.047940936,0.382027686,0.747984946,0.240560383,0.257647008,27.01,4.08,8233970.0
2021,Sierra Leone,Sub-Saharan Africa,3.849,0.1,0.047,0.408,0.377,0.279,0.243,27.19,3.978,8420641.0
2022,Sierra Leone,Sub-Saharan Africa,3.574,0.273,0.055,0.387,0.416,0.686,0.202,26.64,3.876,8605718.0
2015,Singapore,Southeast Asia,6.798,1.02525,0.4921,0.54252,1.02,1.52186,0.31105,27.98,1.24,5535002.0
2016,Singapore,Southeast Asia,6.739,0.94719,0.46987,0.4877,0.86758,1.64555,0.32706,28.18,1.2,5607283.0
2017,Singapore,Southeast Asia,6.572000027,0.949492395,0.464307785,0.549840569,1.353814363,1.69227767,0.345965981,27.79,1.16,5612253.0
2018,Singapore,Southeast Asia,6.343,1.008,0.457,0.631,1.451,1.529,0.261,27.84,1.14,5638676.0
2019,Singapore,Southeast Asia,6.262,1.141,0.453,0.556,1.463,1.572,0.271,28.19,1.14,5703569.0
2020,Singapore,Southeast Asia,6.377099991,1.137814283,0.533162236,0.635317206,1.39545691,1.519580126,0.218770906,28.02,1.1,5685807.0
2021,Singapore,Southeast Asia,6.377,0.897,0.547,0.664,1.019,1.695,0.176,27.75,1.12,5453566.0
2022,Singapore,Southeast Asia,6.48,0.851,0.587,0.672,1.127,2.149,0.163,27.7,1.04,5637022.0
2015,Slovakia,Central and Eastern Europe,5.995,0.78902,0.03431,0.31751,1.26999,1.16891,0.16893,9.83,1.4,5423801.0
2016,Slovakia,Central and Eastern Europe,6.078,0.70367,0.02947,0.23391,1.08268,1.27973,0.13837,9.21,1.48,5430798.0
2017,Slovakia,Central and Eastern Europe,6.09800005,0.712732911,0.024210852,0.295817465,1.505059242,1.325393558,0.136544481,9.09,1.52,5439232.0
2018,Slovakia,Central and Eastern Europe,6.173,0.776,0.014,0.354,1.537,1.21,0.118,10.06,1.54,5446771.0
2019,Slovakia,Central and Eastern Europe,6.198,0.881,0.014,0.334,1.504,1.246,0.121,10.17,1.57,5454147.0
2020,Slovakia,Central and Eastern Europe,6.280600071,0.853465259,0.011291441,0.423542529,1.424331188,1.194837689,0.116729774,9.63,1.59,5458827.0
2021,Slovakia,Central and Eastern Europe,6.331,0.653,0.018,0.468,1.066,1.304,0.107,8.79,1.63,5447247.0
2022,Slovakia,Central and Eastern Europe,6.391,0.707,0.025,0.479,1.232,1.736,0.118,9.81,1.57,5431752.0
2015,Slovenia,Central and Eastern Europe,5.848,0.87337,0.03787,0.60855,1.27385,1.18498,0.25328,10.56,1.57,2063531.0
2016,Slovenia,Central and Eastern Europe,5.768,0.79151,0.03635,0.53164,1.05613,1.29947,0.25738,10.13,1.58,2065042.0
2017,Slovenia,Central and Eastern Europe,5.757999897,0.790828228,0.045128979,0.572575808,1.452518821,1.341205955,0.242649093,10.11,1.62,2066388.0
2018,Slovenia,Central and Eastern Europe,5.948,0.856,0.051,0.633,1.506,1.219,0.16,10.96,1.6,2073894.0
2019,Slovenia,Central and Eastern Europe,6.118,0.953,0.057,0.564,1.523,1.258,0.144,10.99,1.61,2088385.0
2020,Slovenia,Central and Eastern Europe,6.363399982,0.932548046,0.076516323,0.646700144,1.464677691,1.208652496,0.145701498,10.54,1.59,2102419.0
2021,Slovenia,Central and Eastern Europe,6.461,0.722,0.085,0.69,1.093,1.36,0.122,10.0,1.64,2108079.0
2022,Slovenia,Central and Eastern Europe,6.63,0.769,0.115,0.685,1.249,1.81,0.118,11.04,1.55,2111986.0
2015,South Africa,Sub-Saharan Africa,4.642,0.27688,0.08884,0.33207,1.18468,0.92049,0.11973,18.87,2.359,55876504.0
2016,South Africa,Sub-Saharan Africa,4.459,0.18611,0.08415,0.42483,0.96053,1.02416,0.13656,18.98,2.261,56422274.0
2017,South Africa,Sub-Saharan Africa,4.828999996,0.18708007,0.072509497,0.479246736,1.384788632,1.054698706,0.13936238,18.51,2.334,56641209.0
2018,South Africa,Sub-Saharan Africa,4.724,0.33,0.056,0.516,1.41,0.94,0.103,18.65,2.418,57339635.0
2019,South Africa,Sub-Saharan Africa,4.722,0.469,0.055,0.389,1.351,0.96,0.13,19.27,2.475,58087055.0
2020,South Africa,Sub-Saharan Africa,4.814099789,0.407034069,0.05950214,0.43478182,1.259086251,0.902140439,0.126406848,18.47,2.401,58801927.0
2021,South Africa,Sub-Saharan Africa,4.956,0.265,0.051,0.447,0.895,0.967,0.144,18.06,2.374,59392255.0
2022,South Africa,Sub-Saharan Africa,5.194,0.361,0.046,0.442,1.088,1.425,0.089,18.42,2.341,59893885.0
2015,South Korea,East Asia,5.984,0.96538,0.07857,0.33208,0.95774,1.24461,0.18557,-999.0,1.239,51014947.0
2016,South Korea,East Asia,5.835,0.88645,0.07716,0.25168,0.72194,1.35948,0.18824,-999.0,1.172,51217803.0
2017,South Korea,East Asia,5.837999821,0.900214076,0.063282669,0.257921666,1.128274441,1.401678443,0.206674367,-999.0,1.052,51361911.0
2018,South Korea,East Asia,5.875,0.955,0.051,0.244,1.204,1.266,0.175,-999.0,0.977,51585058.0
2019,South Korea,East Asia,5.895,1.036,0.056,0.159,1.219,1.301,0.175,-999.0,0.918,51764822.0
2020,South Korea,East Asia,5.872399807,1.022542596,0.094596282,0.25935635,1.133560538,1.245300651,0.170303866,-999.0,0.837,51836239.0
2021,South Korea,East Asia,5.845,0.801,0.135,0.353,0.758,1.403,0.134,-999.0,0.808,51769539.0
2022,South Korea,East Asia,5.935,0.841,0.176,0.414,0.886,1.851,0.111,-999.0,0.778,51672569.0
2015,Spain,Western Europe,6.329,0.95562,0.06398,0.45951,1.31379,1.23011,0.18227,14.58,1.33,46444832.0
2016,Spain,Western Europe,6.361,0.87896,0.06137,0.37545,1.12945,1.34253,0.17665,14.42,1.34,46484062.0
2017,Spain,Western Europe,6.402999878,0.8889606,0.070914097,0.40878123,1.532090902,1.384397864,0.190133572,14.68,1.31,46593236.0
2018,Spain,Western Europe,6.31,0.965,0.074,0.449,1.538,1.251,0.142,14.29,1.26,46797754.0
2019,Spain,Western Europe,6.354,1.062,0.079,0.362,1.484,1.286,0.153,14.48,1.23,47134837.0
2020,Spain,Western Europe,6.400899887,1.051343083,0.109579779,0.425983816,1.421099186,1.230535269,0.16530548,14.72,1.19,47365655.0
2021,Spain,Western Europe,6.491,0.826,0.124,0.462,1.057,1.375,0.135,14.31,1.19,47415794.0
2022,Spain,Western Europe,6.476,0.808,0.149,0.505,1.211,1.808,0.101,15.3,1.16,47778340.0
2015,Sri Lanka,South Asia,4.271,0.70806,0.09179,0.53726,1.01905,0.83524,0.40828,27.35,2.091,21336697.0
2016,Sri Lanka,South Asia,4.415,0.62007,0.07964,0.50817,0.84783,0.97318,0.46978,27.71,2.068,21425494.0
2017,Sri Lanka,South Asia,4.440000057,0.625130832,0.073653966,0.561213255,1.259976387,1.009850144,0.490863562,27.45,2.053,21506813.0
2018,Sri Lanka,South Asia,4.471,0.672,0.05,0.585,1.314,0.918,0.307,27.33,2.031,21670000.0
2019,Sri Lanka,South Asia,4.366,0.831,0.047,0.47,1.265,0.949,0.244,27.68,2.019,21803000.0
2020,Sri Lanka,South Asia,4.327000141,0.792036712,0.049444564,0.528632462,1.19494009,0.897986948,0.252666146,27.64,2.0,21919000.0
2021,Sri Lanka,South Asia,4.325,0.593,0.049,0.559,0.82,0.99,0.239,27.4,1.99,22156000.0
2022,Sri Lanka,South Asia,4.362,0.66,0.079,0.529,0.934,1.415,0.15,27.24,1.974,22181000.0
2015,Sweden,Western Europe,7.364,0.91087,0.43844,0.6598,1.28907,1.33171,0.36262,3.97,1.85,9799186.0
2016,Sweden,Western Europe,7.291,0.83121,0.40867,0.58218,1.08764,1.45181,0.38254,3.49,1.85,9923085.0
2017,Sweden,Western Europe,7.28399992,0.830875158,0.384398729,0.612924099,1.478162169,1.494387269,0.385399252,3.21,1.78,10057698.0
2018,Sweden,Western Europe,7.314,0.913,0.383,0.659,1.501,1.355,0.285,3.63,1.76,10175214.0
2019,Sweden,Western Europe,7.343,1.009,0.373,0.574,1.487,1.387,0.267,3.4,1.71,10278887.0
2020,Sweden,Western Europe,7.353499889,0.986470461,0.442066371,0.650297701,1.433347702,1.322235227,0.272827893,4.53,1.67,10353442.0
2021,Sweden,Western Europe,7.363,0.763,0.448,0.685,1.062,1.478,0.244,3.08,1.67,10415811.0
2022,Sweden,Western Europe,7.384,0.803,0.512,0.724,1.204,1.92,0.218,3.84,1.52,10486941.0
2015,Switzerland,Western Europe,7.587,0.94143,0.41978,0.66557,1.34951,1.39651,0.29678,7.37,1.54,8282396.0
2016,Switzerland,Western Europe,7.509,0.86303,0.41203,0.58557,1.14524,1.52733,0.28083,6.71,1.54,8373338.0
2017,Switzerland,Western Europe,7.493999958,0.858131289,0.367007285,0.620070577,1.516911745,1.564979553,0.290549278,6.85,1.52,8451840.0
2018,Switzerland,Western Europe,7.487,0.927,0.357,0.66,1.549,1.42,0.256,7.68,1.52,8514329.0
2019,Switzerland,Western Europe,7.48,1.052,0.343,0.572,1.526,1.452,0.263,7.31,1.48,8575280.0
2020,Switzerland,Western Europe,7.559899807,1.040533185,0.407945901,0.62895447,1.472403407,1.39077425,0.269055754,7.64,1.46,8638167.0
2021,Switzerland,Western Europe,7.571,0.816,0.413,0.653,1.079,1.566,0.204,6.39,1.52,8704546.0
2022,Switzerland,Western Europe,7.512,0.822,0.461,0.677,1.226,2.026,0.147,8.08,1.39,8775760.0
2015,Taiwan,East Asia,6.298,0.8753,0.08129,0.3974,1.07617,1.29098,0.25376,-999.0,-999.0,23529254.0
2016,Taiwan,East Asia,6.379,0.79565,0.0663,0.32377,0.92624,1.39729,0.25495,-999.0,-999.0,23586143.0
2017,Taiwan,East Asia,6.421999931,0.793984234,0.063829236,0.361466587,1.384565353,1.433626533,0.258360475,-999.0,-999.0,23632948.0
2018,Taiwan,East Asia,6.441,0.857,0.078,0.418,1.436,1.365,0.151,-999.0,-999.0,23659305.0
2019,Taiwan,East Asia,6.446,0.914,0.097,0.351,1.43,1.368,0.242,-999.0,-999.0,23674138.0
2020,Taiwan,East Asia,6.45539999,0.878437996,0.131516352,0.449404389,1.357760668,1.327470541,0.150598705,-999.0,-999.0,23663459.0
2021,Taiwan,East Asia,6.584,0.665,0.139,0.49,0.982,1.48,0.142,-999.0,-999.0,23558333.0
2022,Taiwan,East Asia,6.512,0.733,0.168,0.542,1.095,1.897,0.075,-999.0,-999.0,23420111.0
2015,Tajikistan,Commonwealth of Independent States,4.786,0.57379,0.15072,0.47216,0.85563,0.39047,0.22974,4.32,3.459,8524063.0
2016,Tajikistan,Commonwealth of Independent States,4.996,0.53119,0.13509,0.43408,0.75602,0.48835,0.25998,4.65,3.384,8725318.0
2017,Tajikistan,Commonwealth of Independent States,5.040999889,0.529235125,0.146377146,0.471566707,1.271463275,0.524713635,0.248997644,4.09,3.29,8925525.0
2018,Tajikistan,Commonwealth of Independent States,5.199,0.598,0.034,0.292,1.166,0.474,0.187,4.4,3.294,9128132.0
2019,Tajikistan,Commonwealth of Independent States,5.467,0.718,0.144,0.389,1.098,0.493,0.23,4.32,3.281,9337003.0
2020,Tajikistan,Commonwealth of Independent States,5.555699825,0.680594802,0.221779913,0.521141171,1.218377709,0.474874616,0.182417125,3.7,3.237,9543207.0
2021,Tajikistan,Commonwealth of Independent States,5.466,0.498,0.247,0.548,0.895,0.508,0.152,4.61,3.186,9750064.0
2022,Tajikistan,Commonwealth of Independent States,5.377,0.518,0.304,0.572,1.005,0.966,0.118,5.09,3.141,9952787.0
2015,Tanzania,Sub-Saharan Africa,3.781,0.38215,0.05747,0.32878,1.00268,0.2852,0.34377,23.03,5.088,52542823.0
2016,Tanzania,Sub-Saharan Africa,3.666,0.357,0.05099,0.3176,0.77623,0.47155,0.31472,23.19,5.033,54401802.0
2017,Tanzania,Sub-Saharan Africa,3.348999977,0.364509284,0.066035107,0.390017778,1.041989803,0.511135876,0.354256362,23.26,4.993,56267032.0
2018,Tanzania,Sub-Saharan Africa,3.303,0.381,0.097,0.481,0.991,0.455,0.27,22.86,4.923,58090443.0
2019,Tanzania,Sub-Saharan Africa,3.231,0.499,0.147,0.417,0.885,0.476,0.276,23.26,4.864,59872579.0
2020,Tanzania,Sub-Saharan Africa,3.476200104,0.442677855,0.203880861,0.509343088,0.872674644,0.457163125,0.27154091,23.1,4.795,61704518.0
2021,Tanzania,Sub-Saharan Africa,3.623,0.3,0.231,0.549,0.54,0.433,0.307,23.0,4.726,63588334.0
2022,Tanzania,Sub-Saharan Africa,3.702,0.425,0.27,0.578,0.597,0.848,0.248,22.9,4.661,65497748.0
2015,Thailand,Southeast Asia,6.455,0.7385,0.03187,0.55664,1.26504,0.9669,0.5763,27.3,1.469,70294397.0
2016,Thailand,Southeast Asia,6.474,0.64915,0.02833,0.49553,1.04477,1.0893,0.58696,27.41,1.435,70607037.0
2017,Thailand,Southeast Asia,6.423999786,0.647239029,0.031612735,0.580200732,1.425792456,1.127868772,0.57212311,26.93,1.41,70898202.0
2018,Thailand,Southeast Asia,6.072,0.707,0.029,0.637,1.417,1.016,0.364,26.92,1.378,71127802.0
2019,Thailand,Southeast Asia,6.008,0.828,0.028,0.557,1.409,1.05,0.359,27.49,1.352,71307763.0
2020,Thailand,Southeast Asia,5.998799801,0.793855846,0.031837862,0.609449804,1.347519517,1.007029295,0.376709014,27.42,1.341,71475664.0
2021,Thailand,Southeast Asia,5.985,0.596,0.028,0.611,0.957,1.107,0.375,26.9,1.331,71601103.0
2022,Thailand,Southeast Asia,5.891,0.697,0.026,0.617,1.096,1.535,0.321,26.78,1.317,71697030.0
2015,Togo,Sub-Saharan Africa,2.839,0.28443,0.10731,0.36453,0.13995,0.20868,0.16681,27.66,4.594,7473229.0
2016,Togo,Sub-Saharan Africa,3.303,0.24811,0.11587,0.34678,0.38949362699999995,0.28123,0.17517,27.88,4.56,7661354.0
2017,Togo,Sub-Saharan Africa,3.494999886,0.247105569,0.095665015,0.380426139,0.43188253,0.305444717,0.196896151,27.7,4.503,7852795.0
2018,Togo,Sub-Saharan Africa,3.999,0.253,0.101,0.434,0.474,0.259,0.158,27.66,4.442,8046679.0
2019,Togo,Sub-Saharan Africa,4.085,0.41,0.085,0.293,0.572,0.275,0.177,27.54,4.385,8243094.0
2020,Togo,Sub-Saharan Africa,4.187200069,0.342731178,0.114826456,0.303539038,0.547622859,0.268116266,0.200774252,27.81,4.323,8442580.0
2021,Togo,Sub-Saharan Africa,4.107,0.203,0.107,0.289,0.239,0.254,0.209,28.04,4.257,8644829.0
2022,Togo,Sub-Saharan Africa,4.112,0.36,0.132,0.292,0.322,0.771,0.174,27.47,4.196,8848699.0
2015,Tunisia,Middle East and North Africa,4.739,0.73793,0.06358,0.26268,0.60429,0.88113,0.06431,20.78,2.251,11557779.0
2016,Tunisia,Middle East and North Africa,5.045,0.59577,0.0817,0.23553,0.43165,0.97724,0.03936,21.05,2.238,11685667.0
2017,Tunisia,Middle East and North Africa,4.804999828,0.613212049,0.086723149,0.28968069,0.86835146,1.007265806,0.049693357,20.71,2.221,11811443.0
2018,Tunisia,Middle East and North Africa,4.592,0.69,0.063,0.271,0.906,0.9,0.04,20.71,2.174,11933041.0
2019,Tunisia,Middle East and North Africa,4.461,0.815,0.055,0.167,1.0,0.921,0.059,20.72,2.148,12049314.0
2020,Tunisia,Middle East and North Africa,4.392199993,0.781156719,0.043899573,0.235860556,0.872167706,0.874742687,0.055881143,20.86,2.114,12161723.0
2021,Tunisia,Middle East and North Africa,4.596,0.59,0.044,0.334,0.515,0.919,0.057,21.33,2.086,12262946.0
2022,Tunisia,Middle East and North Africa,4.516,0.656,0.029,0.316,0.596,1.35,0.029,21.44,2.064,12356117.0
2015,Turkey,Middle East and North Africa,5.332,0.73172,0.15746,0.22815,0.94632,1.06098,0.12253,11.72,2.194,78218479.0
2016,Turkey,Middle East and North Africa,5.389,0.64718,0.12348,0.23889,0.87717,1.16492,0.04707,12.08,2.177,79277962.0
2017,Turkey,Middle East and North Africa,5.5,0.637605608,0.09967158,0.3007406,1.337753177,1.198274374,0.046693042,11.9,2.14,80312698.0
2018,Turkey,Middle East and North Africa,5.483,0.686,0.109,0.324,1.38,1.148,0.106,13.11,2.054,81407204.0
2019,Turkey,Middle East and North Africa,5.373,0.808,0.106,0.195,1.36,1.183,0.083,12.46,1.967,82579440.0
2020,Turkey,Middle East and North Africa,5.131800175,0.781335294,0.120983243,0.25440076,1.197159171,1.127169251,0.085885569,12.65,1.917,83384680.0
2021,Turkey,Middle East and North Africa,4.948,0.59,0.104,0.236,0.809,1.26,0.097,12.61,1.889,84147318.0
2022,Turkey,Middle East and North Africa,4.744,0.702,0.115,0.209,0.865,1.707,0.087,12.24,1.882,84979913.0
2015,Turkmenistan,Commonwealth of Independent States,5.548,0.53886,0.30844,0.4761,1.22668,0.95847,0.16979,17.13,2.93,5766431.0
2016,Turkmenistan,Commonwealth of Independent States,5.658,0.44006,0.28467,0.37408,1.03817,1.08017,0.22567,17.35,2.887,5868561.0
2017,Turkmenistan,Commonwealth of Independent States,5.822000027,0.43772608,0.25927034,0.418271929,1.493149161,1.130776763,0.249924988,16.96,2.836,5968383.0
2018,Turkmenistan,Commonwealth of Independent States,5.636,0.517,0.037,0.417,1.533,1.016,0.199,17.14,2.786,6065066.0
2019,Turkmenistan,Commonwealth of Independent States,5.247,0.657,0.028,0.394,1.538,1.052,0.244,17.37,2.74,6158420.0
2020,Turkmenistan,Commonwealth of Independent States,5.119100094,0.612448037,0.03350389,0.515236676,1.510476947,1.008963585,0.323129326,16.45,2.701,6250438.0
2021,Turkmenistan,Commonwealth of Independent States,5.066,0.439,0.033,0.602,1.172,1.046,0.366,17.69,2.667,6341855.0
2022,Turkmenistan,Commonwealth of Independent States,5.474,0.516,0.032,0.649,1.319,1.484,0.314,17.66,2.617,6430770.0
2015,Uganda,Sub-Saharan Africa,3.931,0.33861,0.07267,0.45727,1.13299,0.21102,0.29066,23.08,5.306,37477356.0
2016,Uganda,Sub-Saharan Africa,3.739,0.19625,0.06442,0.43653,0.90981,0.34719,0.27102,23.38,5.174,38748299.0
2017,Uganda,Sub-Saharan Africa,4.080999851,0.217632607,0.057069719,0.443185955,1.129827738,0.381430715,0.325766057,23.3,5.052,40127085.0
2018,Uganda,Sub-Saharan Africa,4.161,0.237,0.061,0.45,1.09,0.322,0.259,23.08,4.932,41515395.0
2019,Uganda,Sub-Saharan Africa,4.189,0.443,0.06,0.356,1.069,0.332,0.252,23.33,4.809,42949080.0
2020,Uganda,Sub-Saharan Africa,4.43200016,0.378311664,0.063818842,0.401682556,1.052327394,0.312337428,0.264807373,23.34,4.693,44404611.0
2021,Uganda,Sub-Saharan Africa,4.636,0.24,0.054,0.398,0.718,0.364,0.267,23.22,4.585,45853778.0
2022,Uganda,Sub-Saharan Africa,4.603,0.418,0.066,0.402,0.875,0.777,0.222,23.14,4.468,47249585.0
2015,Ukraine,Central and Eastern Europe,4.681,0.6739,0.02961,0.25123,1.20278,0.79907,0.15275,10.36,1.506,45167350.0
2016,Ukraine,Central and Eastern Europe,4.324,0.58628,0.01829,0.12859,1.01413,0.87287,0.20363,9.71,1.466,45038236.0
2017,Ukraine,Central and Eastern Europe,4.096000195,0.575903952,0.023029471,0.122974776,1.394537568,0.894651949,0.270061463,9.84,1.374,44880758.0
2018,Ukraine,Central and Eastern Europe,4.103,0.609,0.011,0.163,1.413,0.793,0.187,9.88,1.301,44690584.0
2019,Ukraine,Central and Eastern Europe,4.332,0.739,0.01,0.178,1.39,0.82,0.187,10.69,1.228,44474512.0
2020,Ukraine,Central and Eastern Europe,4.56069994,0.698674381,0.00965116,0.319423705,1.321316481,0.780434608,0.178551316,10.86,1.217,44207754.0
2021,Ukraine,Central and Eastern Europe,4.875,0.517,0.01,0.417,0.958,0.979,0.181,9.37,1.16,43848986.0
2022,Ukraine,Central and Eastern Europe,5.084,0.583,0.017,0.473,1.081,1.411,0.188,10.04,1.265,38000000.0
2015,United Arab Emirates,Middle East and North Africa,6.901,0.80925,0.38583,0.64157,1.12575,1.42727,0.26428,28.65,1.486,8916899.0
2016,United Arab Emirates,Middle East and North Africa,6.573,0.72993,0.35561,0.56215,0.87114,1.57352,0.26591,28.66,1.438,8994263.0
2017,United Arab Emirates,Middle East and North Africa,6.647999763,0.726798236,0.324489564,0.60834527,1.266410232,1.626343369,0.360941947,28.63,1.419,9068296.0
2018,United Arab Emirates,Middle East and North Africa,6.774,0.67,0.27730615457142854,0.284,0.776,2.096,0.186,28.76,1.356,9140169.0
2019,United Arab Emirates,Middle East and North Africa,6.825,0.825,0.182,0.598,1.31,1.503,0.262,28.65,1.334,9211657.0
2020,United Arab Emirates,Middle East and North Africa,6.790800095,0.787814438,0.220213518,0.652936101,1.251170993,1.431086421,0.28065598,28.42,1.46,9287289.0
2021,United Arab Emirates,Middle East and North Africa,6.561,0.594,0.223,0.67,0.86,1.555,0.236,29.09,1.46,9365145.0
2022,United Arab Emirates,Middle East and North Africa,6.576,0.633,0.25,0.702,0.98,1.998,0.204,28.93,1.443,9441129.0
2015,United Kingdom,Western Europe,6.867,0.90943,0.32067,0.59625,1.28548,1.26637,0.51912,9.18,1.8,65116219.0
2016,United Kingdom,Western Europe,6.725,0.80991,0.27399,0.50036,1.08672,1.40283,0.50156,9.35,1.79,65611593.0
2017,United Kingdom,Western Europe,6.714000225,0.805335939,0.265428066,0.508190036,1.49646008,1.44163394,0.492774159,9.62,1.74,66058859.0
2018,United Kingdom,Western Europe,7.19,0.888,0.082,0.464,1.433,1.244,0.262,9.49,1.68,66460344.0
2019,United Kingdom,Western Europe,7.054,0.996,0.278,0.45,1.538,1.333,0.348,9.55,1.63,66836327.0
2020,United Kingdom,Western Europe,7.164500237,0.97570008,0.322601646,0.525168657,1.457844973,1.273061037,0.373433441,9.68,1.56,67081234.0
2021,United Kingdom,Western Europe,7.064,0.757,0.306,0.58,1.062,1.423,0.34,9.39,1.56,67026292.0
2022,United Kingdom,Western Europe,6.943,0.75,0.329,0.597,1.143,1.867,0.289,10.11,1.57,67791000.0
2015,United States of America,North America and ANZ,7.119,0.86179,0.1589,0.54604,1.24711,1.39451,0.40105,10.22,1.8435,320738994.0
2016,United States of America,North America and ANZ,7.104,0.779,0.14868,0.48163,1.04782,1.50796,0.41077,10.64,1.8205,323071755.0
2017,United States of America,North America and ANZ,6.993000031,0.774286628,0.135638788,0.505740523,1.419920564,1.546259284,0.392578781,10.22,1.7655,325122128.0
2018,United States of America,North America and ANZ,6.886,0.819,0.133,0.547,1.471,1.398,0.291,9.89,1.7295,326838199.0
2019,United States of America,North America and ANZ,6.892,0.874,0.128,0.454,1.457,1.433,0.28,9.73,1.706,328329953.0
2020,United States of America,North America and ANZ,6.939599991,0.831618011,0.152284741,0.534608245,1.404786706,1.37398684,0.298143059,10.02,1.6415,331526933.0
2021,United States of America,North America and ANZ,6.951,0.621,0.154,0.554,1.03,1.533,0.252,10.01,1.664,332048977.0
2022,United States of America,North America and ANZ,6.977,0.628,0.177,0.574,1.182,1.982,0.22,9.73,1.665,333271411.0
2015,Uruguay,Latin America and Caribbean,6.485,0.8116,0.24558,0.60362,1.2089,1.06166,0.2324,18.37,2.023,3402818.0
2016,Uruguay,Latin America and Caribbean,6.545,0.72183,0.21394,0.54388,1.03143,1.18157,0.18056,17.71,1.945,3413766.0
2017,Uruguay,Latin America and Caribbean,6.453999996,0.719216824,0.178061873,0.579392254,1.412227869,1.217559695,0.175096929,18.78,1.796,3422200.0
2018,Uruguay,Latin America and Caribbean,6.379,0.771,0.155,0.625,1.459,1.093,0.13,18.24,1.658,3427042.0
2019,Uruguay,Latin America and Caribbean,6.293,0.891,0.15,0.523,1.465,1.124,0.127,18.15,1.546,3428409.0
2020,Uruguay,Latin America and Caribbean,6.440100193,0.856928885,0.193425074,0.59426707,1.425081134,1.071000457,0.132143691,18.13,1.477,3429086.0
2021,Uruguay,Latin America and Caribbean,6.431,0.649,0.223,0.625,1.042,1.164,0.128,18.06,1.493,3426260.0
2022,Uruguay,Latin America and Caribbean,6.474,0.672,0.265,0.665,1.18,1.615,0.103,17.73,1.483,3422794.0
2015,Uzbekistan,Commonwealth of Independent States,6.003,0.59772,0.30826,0.65821,1.34043,0.63244,0.22837,14.28,2.491,31298900.0
2016,Uzbekistan,Commonwealth of Independent States,5.987,0.50163,0.28333,0.60848,1.1681,0.73591,0.34326,14.65,2.455,31847900.0
2017,Uzbekistan,Commonwealth of Independent States,5.971000195,0.498272628,0.246528223,0.658248663,1.54896915,0.786441088,0.415983647,13.98,2.419,32388600.0
2018,Uzbekistan,Commonwealth of Independent States,6.096,0.605,0.259,0.724,1.584,0.719,0.328,13.83,2.604,32956100.0
2019,Uzbekistan,Commonwealth of Independent States,6.174,0.756,0.24,0.631,1.529,0.745,0.322,14.57,2.785,33580350.0
2020,Uzbekistan,Commonwealth of Independent States,6.257599831,0.716703713,0.280260265,0.693270326,1.434020042,0.696652949,0.363311023,13.89,2.904,34232050.0
2021,Uzbekistan,Commonwealth of Independent States,6.179,0.528,0.271,0.716,1.027,0.769,0.391,14.76,3.173,34915100.0
